Timestamp,Target Speed,Current Speed,Target Pitch,Current Pitch 1,Current Pitch 2,Load Cell 1,Load Cell 2,Load Cell 3,Load Cell 4
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-29.0,30.0,-30.0,27.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-29.0,30.0,-30.0,27.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-29.0,31.0,-30.0,27.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-29.0,30.0,-30.0,27.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-29.0,30.0,-30.0,27.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-29.0,31.0,-30.0,27.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-29.0,30.0,-30.0,27.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-29.0,30.0,-30.0,27.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-29.0,30.0,-30.0,27.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-29.0,30.0,-30.0,26.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-29.0,31.0,-30.0,26.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-29.0,31.0,-34.0,26.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-29.0,9.0,-34.0,26.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-78.0,-15.0,-179.0,26.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-52.0,-95.0,-59.0,26.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-138.0,-119.0,-195.0,-113.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-187.0,-6.0,-87.0,-97.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-162.0,-46.0,-87.0,-140.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-225.0,186.0,-58.0,222.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-225.0,109.0,-156.0,-25.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-225.0,-114.0,101.0,-143.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,78.0,152.0,101.0,143.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-149.0,152.0,-43.0,143.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,11.0,152.0,-120.0,143.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-41.0,152.0,48.0,143.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-41.0,441.0,-949.0,143.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,-41.0,827.0,-949.0,-440.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,515.0,-708.0,-949.0,-1216.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,622.0,-835.0,495.0,-1244.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,677.0,-798.0,495.0,-1241.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,584.0,-849.0,401.0,-1211.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,637.0,-825.0,417.0,-1199.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,647.0,-822.0,420.0,-1206.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,647.0,-822.0,420.0,-1206.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,645.0,-822.0,420.0,-1206.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,645.0,-822.0,420.0,-1206.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,644.0,-822.0,419.0,-1202.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,644.0,-822.0,419.0,-1201.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,643.0,-822.0,419.0,-1201.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,643.0,-822.0,419.0,-1200.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,643.0,-822.0,419.0,-1200.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,642.0,-822.0,419.0,-1199.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,642.0,-822.0,419.0,-1199.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,641.0,-822.0,419.0,-1199.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,641.0,-822.0,419.0,-1198.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,641.0,-823.0,419.0,-1197.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,641.0,-823.0,419.0,-1197.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,640.0,-823.0,419.0,-1197.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,640.0,-822.0,419.0,-1196.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,640.0,-823.0,419.0,-1196.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,640.0,-823.0,419.0,-1196.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,640.0,-823.0,419.0,-1196.0
2024-10-15 17:48:54,210.0,0.45,10.0,21.0,10.0,640.0,-823.0,419.0,-1196.0
