Timestamp,Target Speed,Current Speed,Target Pitch,Current Pitch 1,Current Pitch 2,Load Cell 1,Load Cell 2,Load Cell 3,Load Cell 4
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,52.0,-18.0,58.0,-43.0,98.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,52.0,-18.0,58.0,-38.0,93.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,52.0,-18.0,58.0,-42.0,98.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,52.0,-18.0,58.0,-42.0,98.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,52.0,-18.0,58.0,-42.0,98.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,52.0,-18.0,58.0,-42.0,98.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,52.0,-18.0,58.0,-34.0,80.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,52.0,-74.0,87.0,33.0,81.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-74.0,76.0,30.0,59.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-85.0,102.0,30.0,35.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-90.0,79.0,29.0,40.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-89.0,81.0,34.0,30.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-91.0,98.0,35.0,30.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-89.0,83.0,35.0,32.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-92.0,89.0,35.0,42.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-92.0,89.0,35.0,42.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-91.0,87.0,36.0,37.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-91.0,89.0,35.0,37.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-92.0,89.0,35.0,37.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-91.0,88.0,35.0,37.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-92.0,89.0,35.0,38.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-90.0,88.0,34.0,38.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-91.0,89.0,35.0,37.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-90.0,88.0,34.0,38.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-90.0,88.0,34.0,39.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-91.0,89.0,35.0,37.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-90.0,88.0,35.0,37.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-90.0,89.0,35.0,38.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-90.0,88.0,34.0,38.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-89.0,87.0,34.0,38.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-86.0,86.0,26.0,45.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-84.0,85.0,26.0,44.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-85.0,86.0,28.0,44.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-86.0,86.0,27.0,44.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-86.0,86.0,27.0,43.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-86.0,86.0,27.0,43.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-85.0,86.0,27.0,43.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-86.0,86.0,25.0,45.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-83.0,85.0,24.0,43.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-86.0,87.0,24.0,41.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-86.0,86.0,26.0,41.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-86.0,87.0,28.0,42.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-85.0,86.0,27.0,42.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-86.0,86.0,25.0,43.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-85.0,86.0,25.0,43.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-85.0,86.0,27.0,42.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-85.0,86.0,26.0,42.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-86.0,86.0,25.0,43.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-84.0,86.0,26.0,42.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-85.0,86.0,25.0,42.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-85.0,86.0,26.0,42.0
2024-10-16 19:39:23,60.0,0.21,0.0,62.0,51.0,-86.0,86.0,27.0,43.0
